HAAM,2.813313052,0.334638413,insectivore
APAP,2.813313052,0.47603501,nectarivore
APAP,2.813313052,0.47603501,nectarivore
APAP,2.813313052,0.47603501,nectarivore
HAAM,2.819592739,2.767927199,insectivore
HAAM,2.819592739,2.767927199,insectivore
APAP,2.828199502,9.676204413,nectarivore
APAP,2.833801965,0.252228783,nectarivore
APAP,2.836442976,57.51995504,nectarivore
IIWI,2.842287811,2.022604895,nectarivore
IIWI,2.842287811,2.022604895,nectarivore
IIWI,2.842874699,0.334638413,nectarivore
IIWI,2.844327936,6.278225159,nectarivore
APAP,2.854167845,2.115404493,nectarivore
APAP,2.854167845,2.115404493,nectarivore
APAP,2.854167845,2.115404493,nectarivore
APAP,2.854167845,2.115404493,nectarivore
IIWI,2.872999621,6.278225159,nectarivore
HAAM,2.884239298,0.455128904,insectivore
APAP,2.884239298,0.455128904,nectarivore
APAP,2.885637123,1.717580617,nectarivore
APAP,2.891761015,1.75072287,nectarivore
RBLE,2.891761015,1.75072287,frugivore
HAAM,2.893422239,57.51995504,insectivore
APAP,2.896187039,1.481929797,nectarivore
IIWI,2.896187039,1.481929797,nectarivore
HAEL,2.898944242,2.022604895,insectivore
APAP,2.898944242,2.022604895,nectarivore
IIWI,2.900872102,6.278225159,nectarivore
APAP,2.910173568,2.115404493,nectarivore
APAP,2.913164355,1.717580617,nectarivore
APAP,2.91831164,0.499712839,nectarivore
APAP,2.91831164,0.499712839,nectarivore
OMAO,2.919122467,1.75072287,frugivore
HAAM,2.919122467,1.75072287,insectivore
IIWI,2.919122467,1.75072287,nectarivore
HAAM,2.92073889,57.51995504,insectivore
APAP,2.92073889,57.51995504,nectarivore
APAP,2.923429287,36.28747384,nectarivore
APAP,2.927988728,6.278225159,nectarivore
APAP,2.927988728,6.278225159,nectarivore
HAAM,2.927988728,6.278225159,insectivore
IIWI,2.927988728,6.278225159,nectarivore
APAP,2.932260889,25.85878154,nectarivore
APAP,2.937042482,2.115404493,nectarivore
JAWE,2.93863022,0.455128904,frugivore
APAP,2.93863022,0.455128904,nectarivore
APAP,2.93863022,0.455128904,nectarivore
JAWE,2.939954095,1.717580617,frugivore
APAP,2.945755165,1.75072287,nectarivore
APAP,2.947329141,31.53787771,nectarivore
APAP,2.952562108,2.022604895,nectarivore
HAAM,2.952562108,2.022604895,insectivore
APAP,2.952562108,2.022604895,nectarivore
HAAM,2.952562108,2.022604895,insectivore
JAWE,2.952562108,2.022604895,frugivore
JAWE,2.953087734,0.334638413,frugivore
APAP,2.953087734,0.334638413,nectarivore
OMAO,2.954389414,6.278225159,frugivore
IIWI,2.954389414,6.278225159,nectarivore
APAP,2.954389414,6.278225159,nectarivore
APAP,2.954389414,6.278225159,nectarivore
APAP,2.954389414,6.278225159,nectarivore
APAP,2.954389414,6.278225159,nectarivore
APAP,2.954389414,6.278225159,nectarivore
JAWE,2.954389414,6.278225159,frugivore
APAP,2.96604483,1.717580617,nectarivore
APAP,2.96604483,1.717580617,nectarivore
JAWE,2.970927642,0.499712839,frugivore
APAP,2.971696925,1.75072287,nectarivore
OMAO,2.971696925,1.75072287,frugivore
APAP,2.971696925,1.75072287,nectarivore
APAP,2.971696925,1.75072287,nectarivore
IIWI,2.971696925,1.75072287,nectarivore
APAP,2.975783616,36.28747384,nectarivore
HAAM,2.975783616,36.28747384,insectivore
JAWE,2.978330131,2.022604895,frugivore
IIWI,2.978330131,2.022604895,nectarivore
OMAO,2.980110994,6.278225159,frugivore
APAP,2.984166624,25.85878154,nectarivore
APAP,2.996982691,9.143142899,nectarivore
IIWI,2.996982691,9.143142899,nectarivore
APAP,2.996982691,9.143142899,nectarivore
APAP,2.996982691,9.143142899,nectarivore
APAP,2.996982691,9.143142899,nectarivore
APAP,2.996982691,9.143142899,nectarivore
JAWE,2.998478125,31.53787771,frugivore
IIWI,3.000967546,36.28747384,nectarivore
IIWI,3.000967546,36.28747384,nectarivore
APAP,3.000967546,36.28747384,nectarivore
HAAM,3.003450809,2.022604895,insectivore
APAP,3.003950362,0.334638413,nectarivore
APAP,3.003950362,0.334638413,nectarivore
APAP,3.003950362,0.334638413,nectarivore
OMAO,3.005187531,14.09430774,frugivore
IIWI,3.005187531,14.09430774,nectarivore
APAP,3.013571455,2.115404493,nectarivore
APAP,3.013571455,2.115404493,nectarivore
APAP,3.016268847,1.717580617,nectarivore
APAP,3.016268847,1.717580617,nectarivore
APAP,3.016268847,1.717580617,nectarivore
APAP,3.016268847,1.717580617,nectarivore
APAP,3.016268847,1.717580617,nectarivore
APAP,3.021644825,9.143142899,nectarivore
APAP,3.021644825,9.143142899,nectarivore
IIWI,3.021644825,9.143142899,nectarivore
IIWI,3.021644825,9.143142899,nectarivore
IIWI,3.021644825,9.143142899,nectarivore
IIWI,3.021644825,9.143142899,nectarivore
IIWI,3.021644825,9.143142899,nectarivore
APAP,3.021644825,9.143142899,nectarivore
APAP,3.021644825,9.143142899,nectarivore
APAP,3.023103855,31.53787771,nectarivore
APAP,3.025532794,36.28747384,nectarivore
APAP,3.025532794,36.28747384,nectarivore
IIWI,3.027955872,2.022604895,nectarivore
HAAM,3.029650588,14.09430774,insectivore
APAP,3.029650588,14.09430774,nectarivore
APAP,3.029650588,14.09430774,nectarivore
APAP,3.029650588,14.09430774,nectarivore
APAP,3.03783273,0.469688532,nectarivore
IIWI,3.03783273,0.469688532,nectarivore
APAP,3.045713347,9.143142899,nectarivore
APAP,3.045713347,9.143142899,nectarivore
IIWI,3.045713347,9.143142899,nectarivore
APAP,3.045713347,9.143142899,nectarivore
APAP,3.049509032,36.28747384,nectarivore
APAP,3.049509032,36.28747384,nectarivore
IIWI,3.051874772,2.022604895,nectarivore
IIWI,3.052350717,0.334638413,nectarivore
APAP,3.052350717,0.334638413,nectarivore
APAP,3.052350717,0.334638413,nectarivore
IIWI,3.053529467,14.09430774,nectarivore
APAP,3.053529467,14.09430774,nectarivore
JAWE,3.057298546,25.85878154,frugivore
APAP,3.061519312,0.469688532,nectarivore
APAP,3.064090584,1.717580617,nectarivore
HAAM,3.064090584,1.717580617,insectivore
HAAM,3.069216165,9.143142899,insectivore
IIWI,3.069216165,9.143142899,nectarivore
HAAM,3.069216165,9.143142899,insectivore
APAP,3.072923844,36.28747384,nectarivore
APAP,3.072923844,36.28747384,nectarivore
IIWI,3.076851417,14.09430774,nectarivore
APAP,3.086027787,0.280718554,nectarivore
APAP,3.092179261,9.143142899,nectarivore
IIWI,3.092179261,9.143142899,nectarivore
APAP,3.092179261,9.143142899,nectarivore
APAP,3.095802923,36.28747384,nectarivore
IIWI,3.09806176,2.022604895,nectarivore
APAP,3.09806176,2.022604895,nectarivore
APAP,3.09806176,2.022604895,nectarivore
APAP,3.099641827,14.09430774,nectarivore
HAAM,3.099641827,14.09430774,insectivore
JAWE,3.099641827,14.09430774,frugivore
JAWE,3.114626869,9.143142899,frugivore
JAWE,3.114626869,9.143142899,frugivore
APAP,3.121924387,14.09430774,nectarivore
APAP,3.121924387,14.09430774,nectarivore
APAP,3.121924387,14.09430774,nectarivore
IIWI,3.121924387,14.09430774,nectarivore
APAP,3.121924387,14.09430774,nectarivore
HAAM,3.142209358,2.022604895,insectivore
HAAM,3.143721238,14.09430774,insectivore
APAP,3.147165815,6.936232516,nectarivore
HAAM,3.165053103,14.09430774,insectivore
JAWE,3.165053103,14.09430774,frugivore
IIWI,3.165053103,14.09430774,nectarivore
APAP,3.165053103,14.09430774,nectarivore
HAAM,3.165053103,14.09430774,insectivore
APAP,3.168425102,6.936232516,nectarivore
IIWI,3.185939407,14.09430774,nectarivore
IIWI,3.185939407,14.09430774,nectarivore
APAP,3.185939407,14.09430774,nectarivore
IIWI,3.185939407,14.09430774,nectarivore
HAAM,3.185939407,14.09430774,insectivore
APAP,3.185939407,14.09430774,nectarivore
APAP,3.185939407,14.09430774,nectarivore
APAP,3.185939407,14.09430774,nectarivore
APAP,3.185939407,14.09430774,nectarivore
APAP,3.204978422,2.022604895,nectarivore
APAP,3.206398384,7.258060079,nectarivore
APAP,3.206398384,7.258060079,nectarivore
APAP,3.206398384,7.258060079,nectarivore
JAWE,3.225055412,2.022604895,frugivore
JAWE,3.22644717,7.258060079,frugivore
APAP,3.22644717,7.258060079,nectarivore
IIWI,3.22644717,7.258060079,nectarivore
APAP,3.22644717,7.258060079,nectarivore
HAAM,3.22644717,7.258060079,insectivore
APAP,3.244737237,2.022604895,nectarivore
APAP,3.246101889,7.258060079,nectarivore
APAP,3.246101889,7.258060079,nectarivore
IIWI,3.284289038,7.258060079,nectarivore
